Ano,Subprefeitura,Subprefeitura_Padronizada,Distrito_Admin,Distrito_Admin_Padronizados,Sexo,0a4,5a9,10a14,15a19,20a24,25a29,30a34,35a39,40a44,45a49,50a54,50a59,60a64,60a69,70a74,75e,total,Origem,Arquivo
2022,Ipiranga,IPIRANGA,Cursino,Cursino,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Guaianases,GUAIANASES,Guaianases,Guaianases,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Itaquera,ITAQUERA,Itaquera,Itaquera,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Lapa,LAPA,Jaguara,Jaguara,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Lapa,LAPA,Jaguaré,Jaguare,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Guaianases,GUAIANASES,Lajeado,Lajeado,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Lapa,LAPA,Lapa,Lapa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Sé,SE,Liberdade,Liberdade,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Parelheiros,PARELHEIROS,Marsilac,Marsilac,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Mariana,VILA_MARIANA,Moema,Moema,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Mooca,MOOCA,Mooca,Mooca,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Butantã,BUTANTA,Morumbi,Morumbi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Mooca,MOOCA,Pari,Pari,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Penha,PENHA,Penha,Penha,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Lapa,LAPA,Perdizes,Perdizes,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Perus,PERUS,Perus,Perus,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Sé,SE,República,Republica,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Ipiranga,IPIRANGA,Sacomã,Sacoma,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Sé,SE,Santa Cecília,Santa_Cecilia,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Mariana,VILA_MARIANA,Saúde,Saude,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Sé,SE,Sé,Se,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Mooca,MOOCA,Tatuapé,Tatuape,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Penha,PENHA,Vila Matilde,Vila_Matilde,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2022,,NAO_IDENTIFICADO,Ignorado,Ignorado,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2022.csv
2023,Mooca,MOOCA,Água Rasa,Agua_Rasa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Perus,PERUS,Anhanguera,Anhanguera,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Penha,PENHA,Artur Alvim,Artur_Alvim,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Lapa,LAPA,Barra Funda,Barra_Funda,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Bela Vista,Bela_Vista,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Mooca,MOOCA,Belém,Belem,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Bom Retiro,Bom_Retiro,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Mooca,MOOCA,Brás,Bras,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Butantã,BUTANTA,Butantã,Butanta,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Cambuci,Cambuci,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Penha,PENHA,Cangaíba,Cangaiba,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Consolação,Consolacao,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Ipiranga,IPIRANGA,Cursino,Cursino,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Guaianases,GUAIANASES,Guaianases,Guaianases,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Itaquera,ITAQUERA,Itaquera,Itaquera,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Lapa,LAPA,Jaguara,Jaguara,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Lapa,LAPA,Jaguaré,Jaguare,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Guaianases,GUAIANASES,Lajeado,Lajeado,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Lapa,LAPA,Lapa,Lapa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Liberdade,Liberdade,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Parelheiros,PARELHEIROS,Marsilac,Marsilac,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Vila Mariana,VILA_MARIANA,Moema,Moema,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Mooca,MOOCA,Mooca,Mooca,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Butantã,BUTANTA,Morumbi,Morumbi,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Mooca,MOOCA,Pari,Pari,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Penha,PENHA,Penha,Penha,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Lapa,LAPA,Perdizes,Perdizes,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Perus,PERUS,Perus,Perus,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,República,Republica,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Ipiranga,IPIRANGA,Sacomã,Sacoma,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Sé,SE,Santa Cecília,Santa_Cecilia,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
2023,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,ign,,,,,,,,,,,,,,,,,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_ign_2023.csv
