year,zone,subprefecture_name_original,subprefecture_name,district_name_original,district_name,population
2025,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,84798
2025,East_1,Mooca,MOOCA,Moóca,Mooca,81050
2025,East_1,Mooca,MOOCA,Pari,Pari,19709
2025,East_1,Penha,PENHA,Penha,Penha,128899
2025,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,142593
2025,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,292948
2025,East_1,Mooca,MOOCA,Tatuapé,Tatuape,96538
2025,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,93350
2025,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,105258
2025,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,104313
2025,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,138636
2025,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,247011
2025,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,120638
2025,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,112900
2025,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,159199
2025,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,240863
2025,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,214841
2025,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,137806
2025,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,140799
2025,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,180037
2025,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,73208
2025,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,88762
2025,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,157061
2025,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,88408
2025,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,166522
2025,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,156772
2025,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,148044
2025,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,96643
2025,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,109476
2025,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,110322
2025,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,233475
2025,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,94882
2025,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,57745
2025,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,114281
2025,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,121826
2025,North_2,Perus,PERUS,Anhanguera,Anhanguera,91410
2025,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,290427
2025,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,148770
2025,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,85775
2025,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,139492
2025,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,222849
2025,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,79697
2025,North_2,Perus,PERUS,Perus,Perus,93361
2025,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,171803
2025,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,86895
2025,West,,NAO_IDENTIFICADO,OESTE,OESTE,1087011
2025,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,39695
2025,West,Lapa,LAPA,Barra Funda,Barra_Funda,17285
2025,West,Butantã,BUTANTA,Butantã,Butanta,53147
2025,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,97290
2025,West,Lapa,LAPA,Jaguara,Jaguara,23629
2025,West,Lapa,LAPA,Jaguaré,Jaguare,57033
2025,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,89980
2025,West,Lapa,LAPA,Lapa,Lapa,66729
2025,West,Butantã,BUTANTA,Morumbi,Morumbi,54739
2025,West,Lapa,LAPA,Perdizes,Perdizes,114578
2025,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,65238
2025,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,110138
2025,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,125304
2025,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,46531
2025,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,125695
2025,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,114731
2025,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,113775
2025,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,230998
2025,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,90046
2025,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,268936
2025,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,133551
2025,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,131214
2025,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,62326
2025,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,108280
2025,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,235852
2025,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,307656
2025,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,293133
2025,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,206419
2025,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,403388
2025,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,356669
2025,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,304059
2025,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,8610
2025,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,163145
2025,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,168409
2025,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,74220
2025,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,35223
2025,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,176340
